Text	Season	Episode
On the record?	4	5
Please.	4	5
I've never heard of him.	4	5
Anything else?	4	5
No. Have a good day.	4	5
This Selma thing is not going away.	4	5
You still don't think they need a civil rights law?	4	5
They got what they wanted. Why aren't they happy?	4	5
Because Lassie stays at the Waldorf and they can't.	4	5
Please tell me I missed everything.	4	5
I now call to order a meeting of the partners,	4	5
Sterling Cooper Draper Pryce. In attendance...	4	5
Everybody.	4	5
Very well then, Mr. Campbell.	4	5
Secor Laxative has finally agreed to produce a television commercial and test market it.	4	5
How'd you ease them into it? Must've had to loosen them up first.	4	5
We've had that client for 18 years, Roger.	4	5
Pete has other news.	4	5
A Deerfield chum of mine roped me into a dinner for the Asia Society,	4	5
the result of which was a series of interesting phone calls and one lunch	4	5
regarding the Honda Motorcycle Company.	4	5
They control over 50% of the US market.	4	5
I've seen them. They're cute.	4	5
They're miserable at Grey.	4	5
Well, 50% of the market, who wouldn't be?	4	5
"""Where's my other half?"""	4	5
They're taking meetings and as of 9:00 this morning, we're on the books.	4	5
Three million dollars in potential billings,	4	5
and they're venturing into automobiles as well.	4	5
When can you bring them in?	4	5
Listen, let me spare you the agony and the ecstasy	4	5
and tell you we are not doing business with them.	4	5
Excuse me?	4	5
Look, I don't expect you to understand this, because you were a little boy,	4	5
but I used to be a man with a lot of friends.	4	5
Then World War II came and they were all Killed by your new yellow buddies.	4	5
Look,	4	5
if Bernbach can do business with Volkswagen,	4	5
we can do business with anybody.	4	5
The war is over, Roger.	4	5
Why don't we just bring Dr. Lyle Evans in here?	4	5
That'll be enough of that.	4	5
Lucky Strike is great. Meeting adjourned.	4	5
We don't usually put new business to a vote, do we?	4	5
Does anyone really have a problem with this?	4	5
No. When can you bring them in?	4	5
Immediately, if possible. I don't want to lose our spot.	4	5
So far I've been advised to read The Chrysanthemum and the Sword.	4	5
From what I can tell, they have their own way of doing business.	4	5
Bert, I'm hoping you'll help us navigate these waters?	4	5
I'll prepare a few salient points. Keep Roger out of the loop.	4	5
Another rather exciting possibility.	4	5
Good work.	4	5
Joan, get everybody that book.	4	5
I at least want them to see it on people's desks.	4	5
Who the hell is Dr. Lyle Evans?	4	5
I have no idea.	4	5
The body of a 38-year-old Unitarian minister	4	5
was cremated within hours of his death last night.	4	5
He had been clubbed by white men who resented his coming to Selma	4	5
-to join negro civil rights demonstrations. -Come in.	4	5
-Hi. -Hi.	4	5
Sally?	4	5
Hello.	4	5
I brought my doctor kit.	4	5
Okay, I'm gonna go.	4	5
Enjoy yourself. Which one is it?	4	5
I mean, which restaurant, in case I need to reach you.	4	5
Benihana's.	4	5
You're going to see a girl, aren't you?	4	5
Yes, I am.	4	5
-What's her name? -Bethany.	4	5
I don't like that.	4	5
Well, you don't have to.	4	5
Bed by 9:00?	4	5
How do I love thee? Let me count the ways.	4	5
Jesus. What did you do?	4	5
You look like a mongoloid.	4	5
-Is it that bad? -Bobby, go to bed.	4	5
Sally, get over here.	4	5
No.	4	5
Good night.	4	5
Come over here.	4	5
I'm not mad. Come on.	4	5
Your dad is gonna kill me.	4	5
He's actually gonna kill me.	4	5
You have short hair and Daddy likes it.	4	5
That doesn't matter.	4	5
You're not allowed to do this and you know that.	4	5
Are you and Daddy doing it?	4	5
What?	4	5
I know what it is.	4	5
I know that the man pees inside the woman.	4	5
Where did you hear that?	4	5
A girl at school.	4	5
You should talk to your mommy.	4	5
I don't want to.	4	5
You don't need to know right now, so stop changing the subject.	4	5
I'm sorry.	4	5
Do you understand I'm in worse trouble than you are?	4	5
I just wanted to look pretty.	4	5
Come on.	4	5
We're gonna try and fix this, okay?	4	5
You're not impressed.	4	5
-My hair smells like I've been frying chicken. -It does?	4	5
Stop it.	4	5
This place is very expensive.	4	5
That's not it. it's just not very intimate.	4	5
Three dates in five months? Don't think I don't know why.	4	5
If it isn't the inscrutable Don Draper.	4	5
Ted.	4	5
-This is my wife Nan. -This is my friend Bethany.	4	5
Ted Chaough.	4	5
-Don Draper. -Pleasure.	4	5
Pleasure.	4	5
We just booked Howard Moses to shoot Clearasil. Have you ever worked with him?	4	5
Not yet.	4	5
I thought I was clever, but it looks like you and I had the same idea.	4	5
What are you talking about?	4	5
What do you think? Honda?	4	5
You think the rest of these tourists are from J Walter Thompson?	4	5
I suppose it's possible.	4	5
Well, the good news is, I think it's gonna be between us.	4	5
The bad news is the best man's gonna win.	4	5
Enjoy your dinner.	4	5
-We will. -Nice to meet you.	4	5
-What are you doing, Ted? -My job.	4	5
-Who's he? -Some fly I keep swatting away.	4	5
They haven't done half of what we have.	4	5
The minute he declared himself the competition, suddenly we were equal.	4	5
Well, as far as I'm concerned, he's no competition at all.	4	5
Hello?	4	5
We're not gonna let this spoil our evening, are we?	4	5
No.	4	5
-Do you know how to use those? -Yes.	4	5
You think you could teach me?	4	5
-What time did they go to bed? -I'm really, really sorry.	4	5
-They still up? -No.	4	5
It's just, I was watching I V with Bobby and I turned around for a second	4	5
and Sally cut her hair.	4	5
What?	4	5
It's pretty bad.	4	5
I could've just left them alone.	4	5
-She was in the bathroom. I didn't know. -You're supposed to watch them.	4	5
Don't.	4	5
I finally got her to sleep.	4	5
Do you know the river of shit I'm gonna get from her mother?	4	5
I'm sorry about that. I tried to fix it,	4	5
but you'll probably need to take her to the beauty parlor.	4	5
Why the hell did she do that?	4	5
She probably wanted to look older like Hayley Mills.	4	5
I don't know. I really shouldn't.	4	5
Consider it severance.	4	5
-Look... -I don't want your advice, okay?	4	5
Good night.	4	5
It's probably the kids.	4	5
Hi, Mom.	4	5
-Did you have a nice time? -Yeah.	4	5
Take that hat off.	4	5
Let me explain, okay?	4	5
-What the hell happened to you? -Calm down.	4	5
-You cut her hair? -No.	4	5
I cut it. I'm sorry...	4	5
-Hey! -Betty.	4	5
It was an accident.	4	5
Jesus. Betts, is that necessary?	4	5
I'm really, really sorry.	4	5
Damn right you're sorry. Get up to your room.	4	5
-Hold on. -No, now.	4	5
It'll be okay.	4	5
Bobby, take your little brother outside and play.	4	5
You didn't have to hit her.	4	5
You're right, because it doesn't do anything!	4	5
You have picture day.	4	5
-And forget about your sleepover. -Kids do this.	4	5
-You never did this? -All I wanted was to have long hair.	4	5
In fact when my mother was mad at me, she would threaten to cut my hair.	4	5
-Where the hell were you? -Look, it just happened.	4	5
The sitter wasn't paying attention.	4	5
You know what? I don't want to know about your life.	4	5
You can't even watch them for a second. it's like leaving them with nobody.	4	5
Because you're so good with them?	4	5
Take her to the hairdresser.	4	5
Goodbye.	4	5
-Betty. -Henry, I don't want to hear it.	4	5
I want him dead!	4	5
You don't think I feel that?	4	5
I was divorced, Betty.	4	5
My weekends with Ellie were sacrosanct.	4	5
I probably paid for a building in playland and he couldn't take a night off?	4	5
And who knows who he had watching her? Some secretary, another whore?	4	5
But...	4	5
That's him, not Sally.	4	5
And little girls do do this, and not just ones from broken homes.	4	5
I know.	4	5
I was impulsive.	4	5
I'll apologize.	4	5
Having had a girl this age,	4	5
I can tell you that punishment will only make this worse.	4	5
So maybe, when you're apologizing,	4	5
you let her know she's going to go to the hairdresser	4	5
and she can go on her sleepover.	4	5
Reward her? Really?	4	5
Really.	4	5
You're soft, you know that?	4	5
Sterling Cooper Draper Pryce. May I help you?	4	5
There you are. The Honda meeting's today, and before you bite my head off,	4	5
I'm up to date on the protocol with the help of Cooper	4	5
and we don't have to do anything but avoid criticizing them or giving advice.	4	5
I ran into Ted Chaough.	4	5
How are they in this thing and how could you not know that?	4	5
This guy's drafting off of us.	4	5
For the record, it's JWT, CGC and us.	4	5
Now if you don't mind, I have to get some gifts wrapped	4	5
and get these chrysanthemums out of the building.	4	5
Apparently they symbolize death.	4	5
So much conflicting information.	4	5
Allow me to show you around.	4	5
Our offices are probably more modern than you've seen,	4	5
but that's the kind of company we are, forward-thinking.	4	5
This is what we call the creative lounge.	4	5
We can't tell you how it happens, but it does happen here.	4	5
This is too difficult.	4	5
Well, tell them something.	4	5
This is Joan Harris, our chief hostess.	4	5
I'd like you to meet Ichiro Kamura and Hachi Saito.	4	5
Nice to meet you. I hope no one's taken you to Benihana.	4	5
David Ogilvy.	4	5
I've got a very good list of steakhouses. Just ask.	4	5
Not very subtle, are they?	4	5
No, they are not.	4	5
We are most happily looking forward to presentation.	4	5
Not now, I hope.	4	5
We want more driver for motorcycle.	4	5
And we shall endeavor to make that happen.	4	5
And now that we are finished, please accept our modest gifts.	4	5
I cannot accept.	4	5
A small token.	4	5
No, thank you.	4	5
Please. You are our guests.	4	5
Thank you.	4	5
-Open it. -No.	4	5
Later, of course.	4	5
It's a cantaloupe.	4	5
Johnnie Walker Red.	4	5
Thank you very much.	4	5
Thank you.	4	5
I'm sorry.	4	5
I didn't know this meeting was happening.	4	5
Then again, I know how some people love surprises.	4	5
I apologize, gentlemen, but for some reason I was not informed.	4	5
In fact, someone set a long lunch for me with Randolph.	4	5
Well, it was last minute and now, unfortunately, drawn to a close.	4	5
I have to warn you they won't know it's over until you drop the big one.	4	5
Twice.	4	5
The meeting is not over.	4	5
We have yet to present the rules.	4	5
So now you're dictating terms.	4	5
Mr. Kamura, Mr. Saito, this is Roger Sterling.	4	5
And this is their translator, Akira Takahashi.	4	5
We give each firm $3,000	4	5
for a competitive presentation.	4	5
In this packet are the conditions for the competition.	4	5
We don't want any conditions. We want it to be unconditional.	4	5
Akira, go ahead, tell them what I said.	4	5
Roger, stop it. These men are our guests.	4	5
I know exactly who these men are.	4	5
You think you can just come in here and we'll fawn all over you?	4	5
We beat you and we'll beat you again.	4	5
And we don't want any of your Jap crap.	4	5
So, sayonara.	4	5
If you could only know my embarrassment.	4	5
His wife's very sick. He's been drinking a lot.	4	5
You have our rules.	4	5
We very much look forward to your presentation.	4	5
You don't get to kill this account.	4	5
You know how they are. Maybe it'll kill itself.	4	5
Enough.	4	5
I'm not even talking about money right now.	4	5
I'm talking about the kind of work you could do for those people.	4	5
Have you seen that motorcycle? They love design.	4	5
As long as my name's in that lobby, I get to choose whom I do business with.	4	5
And I've got a lot better reasons than you had with Jantzen.	4	5
Jantzen was over.	4	5
Well, I made a pledge to a lot of men you'll never meet	4	5
not to do business with them.	4	5
Christ on a cracker, where do you get off?	4	5
You know what? You weren't there. You weren't anywhere.	4	5
I'm sorry you can't understand.	4	5
It's been almost 20 years	4	5
and whether you like it or not, the world has moved on.	4	5
These are not the same people.	4	5
How could that be? I'm the same people!	4	5
You don't think I know what you're doing?	4	5
You're wrapping yourself in the flag	4	5
so you can keep me from bringing in an account	4	5
because you know that every chip I make, we become less dependent on Lucky Strike	4	5
and therefore less dependent on you.	4	5
-Why, you little shit! -Roger!	4	5
Get him out of here.	4	5
The rest of us are trying to build something.	4	5
He's right.	4	5
You know what to do.	4	5
Where would you hide a coin? You'd spend it, wouldn't you?	4	5
I do know where it is. I'll tell you.	4	5
-Then tell me. -I'll make a bargain with you.	4	5
Let these two go. Keep me. I'll tell you.	4	5
-Promise. -No.	4	5
Then no deal.	4	5
What if you won't tell me where that coin is?	4	5
I refuse to talk in this...	4	5
What are you doing?	4	5
Nothing.	4	5
Laura.	4	5
Someone else was here...	4	5
Go upstairs.	4	5
Hold Still. I'll get it.	4	5
What's the problem? Is she sick? I would've come and gotten her.	4	5
No. The slumber party ended early.	4	5
I'd like to speak to Betty.	4	5
Okay. Honey?	4	5
Is everything all right?	4	5
No, it's not.	4	5
Could you leave us alone for a moment?	4	5
I found Sally behaving inappropriately.	4	5
What'd she do?	4	5
She was in our den on the couch playing with herself.	4	5
What?	4	5
I don't know what goes on here,	4	5
but that kind of behavior is not allowed in my house	4	5
and certainly not in the presence of my daughter.	4	5
I am	4	5
very sorry for this behavior and so is Sally.	4	5
I would've done the same thing.	4	5
Well...	4	5
I'm sorry about that.	4	5
I should go.	4	5
What is wrong with you?	4	5
You don't do those things.	4	5
You don't do them in private and you especially don't do them in public.	4	5
You have nothing to say?	4	5
I didn't do anything.	4	5
Don't you dare lie to me or I'll cut your fingers off.	4	5
Go to bed. We'll deal with this in the morning.	4	5
What happened?	4	5
I'm mortified.	4	5
I'm so embarrassed.	4	5
What happened?	4	5
She caught Sally	4	5
playing with herself.	4	5
What's wrong with her? That woman will tell everyone.	4	5
Why is she doing this?	4	5
I told you if it got serious, there is a solution.	4	5
I don't want to do that, Henry.	4	5
It's one thing after another.	4	5
What's wrong with her?	4	5
Maybe it's time we let a professional answer that question.	4	5
Henry,	4	5
I went to a psychiatrist once.	4	5
What? why?	4	5
Because I was unhappy and I don't think it helps anything.	4	5
I hate to think how much worse it would have been for Eleanor without one.	4	5
They train them just for kids. We got ours from the school.	4	5
I'm saying this not because I'm so sure there's something wrong with her,	4	5
but I think this is very hard on you two.	4	5
-When did you go? -Years ago.	4	5
I was bored.	4	5
-Can we leave it at that? -Of course.	4	5
Miss Blankenship, any luck on that call to California?	4	5
I'm sorry. No answer	4	5
Misters Peters and Pryce to see you.	4	5
Send them in.	4	5
I think we're okay, but everything they do is inside out.	4	5
I got a call this morning from my contact there, Masao,	4	5
telling me that the meeting was a Margaret Dumont-sized disaster,	4	5
but then... Lane?	4	5
Then, nearly 20 minutes later, Masao called me and set a time for our presentation.	4	5
Look, there's probably a guy like Roger at every firm.	4	5
They've outgrown it and we haven't.	4	5
Roger has something to say.	4	5
Mn Cooper and Mn Sterling.	4	5
I realize that I should not, at this point, limit our potential clients in any way.	4	5
Next account, no matter what it is, you'll have my full support.	4	5
And?	4	5
Look, I know it's an old one and I have to let it go just for my health alone,	4	5
and, well, hell, it's over.	4	5
Your contrition wouldn't have gotten you out of this, but you're lucky.	4	5
They called us today and gave us an appointment anyway.	4	5
That means nothing.	4	5
-it's over. -No, Bert, I said we have a meeting.	4	5
It's most likely that they are expecting us to come in and resign.	4	5
How do you get there from here?	4	5
Have we received a gift?	4	5
-We should have gotten one yesterday. -I haven't.	4	5
Miss Blankenship, have I received any packages today?	4	5
Yes.	4	5
Could you bring it in, please?	4	5
"It says ""Don"" on it."	4	5
Give it to him.	4	5
"""Help me, Honda. Help. Help me, Honda. Love, Teddy Chaough."""	4	5
-So, there is no gift. -That's how they work.	4	5
They want us to go in there, bow down and beg them to chop our heads off	4	5
because we disgraced ourselves. How could you admire these animals?	4	5
Would you shut up? They're businessmen and you insulted them to their face.	4	5
I'm expecting a child.	4	5
Jai Alai, Clearasil, now Honda.	4	5
Chaough wins another one by default.	4	5
He's not going to win.	4	5
I'm not wasting that appointment.	4	5
We need to do something that will make them notice us. Fireworks.	4	5
-Do you have a campaign? -No.	4	5
But I will and we're gonna shoot a whole commercial for it.	4	5
Something outrageous, something graphic.	4	5
The rules limit us to boards and copy.	4	5
"It specifically says, ""No finished work."""	4	5
Because no one's ever won an account by breaking the rules?	4	5
Not with the Japanese.	4	5
You're trying to tell me if we put our backs into this thing,	4	5
we couldn't turn their heads?	4	5
Three thousand dollars is all we have.	4	5
That should buy about four seconds of your commercial.	4	5
You don't think it's worth going out of pocket?	4	5
What pocket?	4	5
A spec commercial will eat up our ability to pitch any more new business this year.	4	5
And it's only March.	4	5
I would be willing to risk bankrupting this place	4	5
if I didn't think we were already dead in the water.	4	5
But we are.	4	5
Come on, Bert.	4	5
Hello?	4	5
Am I catching you alone?	4	5
What do you want?	4	5
I prefer not to talk about this on the phone,	4	5
but it's our feeling that Sally needs to see a psychiatrist.	4	5
"""Our feeling."""	4	5
Why, because she cut her hair?	4	5
No, it's more serious this time,	4	5
and I'm telling you because I found someone through the school.	4	5
A children specialist.	4	5
What exactly did she do? She set the house on fire?	4	5
She was masturbating, Don, in front of a friend.	4	5
Does that seem normal to you?	4	5
Really?	4	5
Boy or girl?	4	5
Jesus. What's the difference?	4	5
The doctor needs to speak with us, individually of course.	4	5
So you've made up your mind. Why are you even calling me?	4	5
She's out of control. I thought you'd be concerned.	4	5
I am. I just don't know that she needs a doctor.	4	5
Can't you talk to her?	4	5
You think I want this? I don't know what else to do.	4	5
You know what kind of little girls do that?	4	5
Fast ones.	4	5
She's 10 years old.	4	5
Well, don't think she doesn't understand.	4	5
She understands a lot of things, thanks to you.	4	5
What?	4	5
I don't care what you do, but just don't do it with her there.	4	5
You brought another man into your bed, into her house.	4	5
You don't think she noticed that?	4	5
One man, Don. How many have you had in your bachelor pad?	4	5
That girl you had watching her? Who's she? I'm married.	4	5
Jesus. You ever hear yourself?	4	5
I'll give the information to your secretary.	4	5
-Perfect. -Good night.	4	5
Yes!	4	5
Have you seen these? I'm trying to figure out what makes it work.	4	5
I'm still wondering what makes you work.	4	5
Joan, Pete, Peggy.	4	5
Don't touch it. I want to see how long it goes.	4	5
What's wrong?	4	5
"""A man is shamed by being openly ridiculed and rejected."	4	5
"""It requires an audience."""	4	5
What is that? Fortune cookie?	4	5
It's from that book you were all supposed to read.	4	5
Apparently making a commercial for the Honda pitch would bankrupt us.	4	5
And it's against the rules.	4	5
Forget the rules for a second.	4	5
CGC is the same size as us.	4	5
So, if we can't afford to do anything, they can't afford to.	4	5
So everybody's bankrupt.	4	5
Chaough said he's in my rearview mirror.	4	5
Well, guess what?	4	5
I'm gonna make a left turn right off a cliff.	4	5
All I have to do is let Chaough think I'm making a commercial and he'll make one.	4	5
So what's our campaign?	4	5
We don't have a campaign. We're not doing anything.	4	5
He just needs to think we are.	4	5
So what? He's going to make a commercial.	4	5
What if it's fantastic? He'll win the account.	4	5
You let me worry about that.	4	5
I know she's the best rep there is, but she told me you were unavailable.	4	5
I am. Clearasil doesn't wrap until Friday night, but maybe you could push it.	4	5
It sounds interesting.	4	5
Well, Howard, I'm going to insist on your discretion at this point.	4	5
Of course.	4	5
It's going to be four to five days.	4	5
-Just a minute. -Could you get the door?	4	5
I'm sorry. I thought I'd put this in here.	4	5
Later.	4	5
-Sorry about that. -That's okay.	4	5
-You didn't see that. -No, of course not.	4	5
That's Draper, isn't it?	4	5
Yes.	4	5
Anyway, it's 12 scenes. One of them obviously has a crowd.	4	5
You'll need to figure out how to shoot on the Staten Island ferry,	4	5
to it and from it, and how you're going to close Fifth Avenue.	4	5
I'll be honest. I'd give anything to do this, but right now I'm too busy.	4	5
Anyway, you know I'd much rather shoot your Honda commercial.	4	5
I don't have one.	4	5
Why the hell did they call you in? They know I've got you booked.	4	5
How can they afford that?	4	5
Get that kid in here who worked for Draper.	4	5
Anticipation.	4	5
Suspense.	4	5
A Honda tears through a subway tunnel, the train nipping at its tire.	4	5
He keeps looking back, the train roaring at him.	4	5
He's wearing a racing helmet. And then you see him head up the steps.	4	5
-Can they do that? -Howard'll make them do that.	4	5
And then he gets out on the sidewalk, stops,	4	5
kicks down the kickstand, takes off the helmet,	4	5
and he is a she, California blonde.	4	5
Hands down, that's your best idea.	4	5
We'll bring a guy to the pitch in a racing helmet,	4	5
have him take it off, it's a sexy girl.	4	5
What?	4	5
We only have $3,000, we're not shooting shit.	4	5
How long did you work for Draper?	4	5
A little over two years.	4	5
When you were in a bake-off, he ever break the rules?	4	5
I don't know. He wouldn't have shared it with me,	4	5
but he definitely doesn't think the rules apply to him.	4	5
He once disappeared for a month.	4	5
Does he like to play games?	4	5
He's always thinking on the edges of where you are.	4	5
I don't know. He's a genius.	4	5
You ever talk that way about me?	4	5
You know what? Why don't you go work for your boyfriend? Get out.	4	5
"And give me 20 different words for ""pimples."" Out!"	4	5
Call Barbara about Howard here and contact the city of New York.	4	5
We need a subway.	4	5
How are you doing?	4	5
Excuse me. Can I help you?	4	5
-We're late. -No, you're not.	4	5
Closed set. Sorry.	4	5
You scared me.	4	5
Who are you feeding today?	4	5
World travelers, Samsonite.	4	5
This is like a coconut.	4	5
Be careful.	4	5
There was a trapeze artist.	4	5
He made more in an hour here than he makes in a week at the circus.	4	5
-Have you ever had this? Sake? -No.	4	5
I don't know how people drink the way you do around here.	4	5
I'd fall asleep.	4	5
So what's it like being a trapeze artist?	4	5
Or did you just ask him about his luggage?	4	5
It's good.	4	5
He was surprisingly modest.	4	5
His father does it better than him.	4	5
He actually said that?	4	5
Best part of my job.	4	5
You'd be surprised what people will say to an interested stranger.	4	5
Why does everybody need to talk about everything?	4	5
I don't know but they do.	4	5
And no matter what happens while they're talking, when they're done they feel better.	4	5
You have kids?	4	5
No.	4	5
What does your husband do?	4	5
I'm not married.	4	5
But you're wearing a... Are you divorced?	4	5
No.	4	5
This is just a stop sign.	4	5
I walk into a lot of offices and it's helped me avoid a lot of distracting conversations.	4	5
But you told me.	4	5
Do you have children?	4	5
I do.	4	5
Two boys and a girl, one-and-a-half, seven and 10.	4	5
I'm sure it must be hard to be apart.	4	5
I don't see them enough.	4	5
And when I do, I don't know what to do.	4	5
And when I drop them off I feel relieved.	4	5
And then I miss them.	4	5
I'm sorry.	4	5
It is not going well.	4	5
My ex-wife thinks my daughter needs a psychiatrist.	4	5
And I assume you're against that.	4	5
I don't know.	4	5
Well, I can't say there's any evidence to support this,	4	5
but I'm pretty sure that if you love her and she knows it, she'll be fine.	4	5
Well, thank you for the drink.	4	5
I should be going.	4	5
Fake dinner plans with your fake husband?	4	5
Good night.	4	5
Now from what you told me on the phone	4	5
this year has been quite eventful for your family.	4	5
I know it seems fast, but I felt children had no concept of time	4	5
and Henry's really taken to them.	4	5
He has a daughter and she's such an exceptional young woman.	4	5
If you choose to have Sally work with me, I'd like to meet her,	4	5
and then interview you and your ex-husband.	4	5
I doubt you'll ever meet him. That's his level of interest.	4	5
Is this most recent incident of the most concern for you?	4	5
Well, I know the divorce is mostly to blame,	4	5
but she's been different ever since my father died.	4	5
He lived with us briefly.	4	5
They were very close.	4	5
I wish he had met Henry. That's my husband.	4	5
They would've gotten along.	4	5
My mother... I don't know.	4	5
My goodness, if I had done what Sally did, my mother was very strict about it.	4	5
My brother, he saved his money and bought a nudist magazine and showed it to me.	4	5
And then, my mother found it and she nailed it to his bedroom door.	4	5
What about you?	4	5
I was private and mostly outgrew it.	4	5
I see.	4	5
-Dr. Keener... -Call me Dr. Edna. That's what the kids do.	4	5
Of course I know children do this. But not in public.	4	5
I feel like Sally did this to punish me somehow, for everything.	4	5
That must be a terrible feeling.	4	5
It is.	4	5
You have to believe me. I had to get divorced.	4	5
I felt it best for them to have some stability in their life	4	5
and in the end, she doesn't understand that it'll be better.	4	5
Sounds to me like it wouldn't be bad for you to talk to someone.	4	5
No. No, I'm okay.	4	5
Well, I think it'd be helpful if you and I were to meet once a month	4	5
just to keep up with Sally's progress.	4	5
Will you tell me what she talks about in here?	4	5
No.	4	5
And the other way around as well.	4	5
That's better.	4	5
So I think we should start at four days a week.	4	5
Let me go get my date book.	4	5
-Where's your film? -What film?	4	5
That's how you're shaking it? I heard it stunk.	4	5
We didn't make one. it's too expensive.	4	5
Well, then you're out of luck, Donny.	4	5
'Cause I sure wouldn't want to follow what I showed them	4	5
with a speech and a couple of posters.	4	5
Sterling Cooper Draper Pryce.	4	5
Donald Draper.	4	5
Where is Mr. Cooper and Mr. Campbell?	4	5
And Sterling?	4	5
They couldn't make it.	4	5
You created this set of rules to even the playing field.	4	5
"It says specifically, ""No finished work."""	4	5
I understand not everybody has observed this.	4	5
I don't really want to be a part of a competition like that	4	5
so I'm withdrawing us.	4	5
Thank you for thinking of us.	4	5
Good afternoon.	4	5
The voiceover announcer for Lucky has a severe case of chest congestion.	4	5
Get the boy wonder on it.	4	5
Greg, accounts?	4	5
No, Pete.	4	5
Have a drink. it'll make me look younger.	4	5
I'm not gonna watch you feel sorry for yourself.	4	5
I feel sorry for all of us.	4	5
Don's over there surrendering right now.	4	5
Would you stop?	4	5
There was a kid on the destroyer, PFC Brycen,	4	5
and he was an honest-to-goodness poet.	4	5
-And then during... -Roger, I don't want to hear it.	4	5
My husband's gonna be in uniform any day now.	4	5
But how do you think he's gonna feel	4	5
when one day some Pete Campbell goes to some Vietnamese doctor?	4	5
Since when is forgiveness a better quality than loyalty?	4	5
Roger, I know it was awful,	4	5
and I know it'll never seem like it was that long ago,	4	5
but you fought to make the world a safer place and you won and now it is.	4	5
You think so?	4	5
Really?	4	5
I have to.	4	5
-Anything else? -No.	4	5
Good afternoon. Your daughter's psychiatrist called.	4	5
Lower your voice, please.	4	5
Congratulations.	4	5
I just spoke with Mr. Saito.	4	5
It seems Honda was never going to leave Grey,	4	5
but of the three princes invited to meet the princess,	4	5
you were the most charming.	4	5
We're first in the door on their little car.	4	5
And CGC?	4	5
Out of the running.	4	5
We killed him.	4	5
That stunt you pulled was unseemly.	4	5
The only reason I let you continue was...	4	5
Let me?	4	5
Do you think Joan can rent stage space without talking to me?	4	5
I let you because I realized that our financial future	4	5
was related to Mr. Chaough's demise.	4	5
So what is it?	4	5
Are you thanking me or reprimanding me?	4	5
-Let's not pretend like this wasn't a big risk. -We're thanking you.	4	5
Send over what you have on the car.	4	5
It redlines at 9,500 RPM, but it only has 57 horsepower.	4	5
What?	4	5
It's a motorcycle with doors.	4	5
The nice thing is it has windows,	4	5
so you can see your brains spatter against it when it crashes.	4	5
They're working on it.	4	5
Cheers.	4	5
Hello, Sally.	4	5
I'm Dr. Edna.	4	5
Why don't you come inside?	4	5
"""Greyhound. The cure for the common bus."""	4	6
"""La-Z-Boy. The cure for the common chair."""	4	6
"""Budweiser. The cure for the common beer."""	4	6
"""Manufacturers Hanover Bank."	4	6
"""The cure for the common bank."""	4	6
"How about, ""Alka-Seltzer. The cure for the common cold""?"	4	6
"""The cure for the common cold"" is the idiom I'm playing off."	4	6
It's an idiom. Did you know that?	4	6
So other than your summer internship at Needham,	4	6
do you have any actual advertising experience?	4	6
"""The cure for the common chair,"" that's Roger's favorite."	4	6
 Roger Sterling.	4	6
He's the guy I shook hands with when I came in.	4	6
What did Roger think of this ad?	4	6
What, are you kidding me? Everybody loves that.	4	6
It's the opposite of what you expect. That's what I'm interested in.	4	6
Why is it in your book?	4	6
I've got a bunch of them in there. Marlboro Man, Maidenform.	4	6
I like to put in work that I admire.	4	6
Don't you ever tear things out of magazines?	4	6
Yes, but I don't put them in my book.	4	6
Well, you know what they say,	4	6
"""Aspiration's as good as perspiration."""	4	6
That's not how it goes.	4	6
Look, I'm a 24-year-old kid.	4	6
 I want to be in the ad game.	4	6
I know I've got a lot to learn, but I'm a hard worker.	4	6
I'd sweep up the floors around here.	4	6
I don't know if Roger told you that. He did talk to you, didn't he?	4	6
He did.	4	6
It was really a pleasure to meet you, Danny.	4	6
-I wish you the best of luck. -Best of luck in what?	4	6
-What do you mean? -You trailed off.	4	6
We'll let you know.	4	6
Do you know a good place to eat around here?	4	6
Tell my secretary you're hungry and see what she suggests.	4	6
I don't work for you.	4	6
Are we on Candid Camera?	4	6
I don't want to jump on his grave or anything,	4	6
but there's no way he's 24. I'm 25.	4	6
What's his connection to Roger?	4	6
Besides being delusional?	4	6
He's Jane Siegel's cousin.	4	6
It's a relief to see someone worse than me and really know it.	4	6
Don't get used to it.	4	6
Well, you know, I look at Glo-Coat and see how far everything's come.	4	6
You know, my work.	4	6
Glo-Coat.	4	6
You finish something, you find out everyone loves it	4	6
right around the time that it feels like someone else did it.	4	6
Is that your speech for the CLIOs?	4	6
They don't have speeches.	4	6
We're going to win.	4	6
Just because I got nominated	4	6
doesn't mean they're going to give me an award.	4	6
-Aren't you excited? -I try not to think about it.	4	6
Then you must be excited.	4	6
Well, it'd be good for the agency.	4	6
Grey doubled their value in five years and it was all based on awards.	4	6
You got anything on Vicks?	4	6
-Actually, it's Vick Chemical. -Answer the question.	4	6
We're very behind.	4	6
Your new art director has been waiting for synchronicity,	4	6
which involves me coming up with a bunch of ideas,	4	6
chasing him down and having him draw all of them and lose them.	4	6
He's your new art director, too, and you have a deadline.	4	6
And don't think you can spend Monday hiding behind corners	4	6
and trying not to make eye contact. I will find you.	4	6
I'm not the problem.	4	6
You are, because Stan is talented and more experienced.	4	6
You need to learn how to work with him, not the other way around.	4	6
Well, good luck this afternoon.	4	6
You're not supposed to say that.	4	6
